age,income,credit_sum,loans_count,credit_history,delay_ratio,employment_years,target
45,189787,460341,2,0.54,0.097,4,0
69,232923,40689,2,0.551,0.011,27,0
46,93077,233226,7,0.753,0.106,25,1
51,184795,195917,2,0.256,0.179,37,1
29,133035,201499,6,0.49,0.184,39,1
56,142525,488844,2,0.53,0.013,39,1
60,170513,123394,0,0.507,0.053,4,0
53,125436,294179,0,0.44,0.16,14,0
43,20651,116850,1,0.42,0.149,18,1
28,32639,456658,6,0.73,0.057,29,1
19,132862,370693,3,0.489,0.066,36,1
50,148929,213273,5,0.866,0.106,33,1
53,187112,49375,7,0.579,0.0,37,1
58,149464,84819,0,0.457,0.137,0,0
67,59232,128929,0,0.583,0.176,1,0
43,101202,209081,7,0.516,0.073,16,1
61,119290,444088,4,0.701,0.001,32,1
55,246226,68591,4,0.325,0.199,13,1
32,140144,292691,2,0.23,0.115,9,1
61,164219,180186,6,0.554,0.15,9,1
20,187857,32827,5,0.625,0.008,29,1
49,100126,313470,2,0.543,0.008,31,1
66,241646,355084,5,0.601,0.129,14,1
52,173603,480145,0,0.579,0.172,2,0
66,214344,258274,1,0.278,0.021,8,0
20,191066,169446,1,0.542,0.093,11,0
45,161056,428715,6,0.698,0.0,18,1
58,22255,131205,5,0.526,0.051,15,1
51,152155,344392,0,0.304,0.082,7,0
63,45434,472260,7,0.45,0.134,39,1
42,156748,12178,6,0.584,0.0,16,1
53,179828,463336,3,0.769,0.192,8,1
39,143116,110812,1,0.207,0.088,15,1
63,87483,245972,3,0.554,0.191,29,1
24,28950,136402,4,0.36,0.149,38,1
31,172697,80806,5,0.576,0.16,17,1
23,179099,354093,2,0.588,0.241,21,1
54,127314,246272,0,0.465,0.045,12,0
30,183339,259563,4,0.595,0.109,27,1
34,198092,246964,5,0.671,0.031,27,1
61,135432,376249,2,0.475,0.093,6,1
36,26203,483390,5,0.299,0.15,21,1
25,219541,261304,4,0.714,0.179,39,1
19,124683,86240,4,0.624,0.073,9,1
29,173022,170418,0,0.585,0.016,19,0
65,229065,253055,2,0.396,0.105,26,0
46,100226,60793,2,0.648,0.04,3,1
69,161168,122262,6,0.806,0.06,20,1
29,19628,109284,6,0.482,0.147,24,1
36,222986,486748,6,0.514,0.134,21,1
26,28902,206382,3,0.34,0.158,12,1
38,142164,440731,2,0.392,0.076,32,1
47,97672,280212,3,0.339,0.171,11,1
60,23410,257984,6,0.52,0.101,20,1
37,123594,469932,4,0.449,0.08,12,1
58,234864,349056,4,0.556,0.023,34,1
50,54214,127462,3,0.366,0.0,18,1
33,83683,148007,5,0.475,0.0,15,1
65,59492,336381,6,0.357,0.115,11,1
40,44368,11098,5,0.528,0.036,21,1
25,69099,84747,3,0.255,0.0,31,1
68,149380,46419,6,0.523,0.071,24,1
65,198420,359739,7,0.458,0.12,7,1
20,177222,226258,6,0.527,0.129,0,1
64,196252,15557,7,0.252,0.098,5,1
67,183166,373411,2,0.598,0.096,35,0
61,104990,331400,3,0.455,0.062,4,1
31,226557,362132,1,0.533,0.144,7,0
50,55505,89976,2,0.219,0.088,16,1
45,179447,438721,5,0.314,0.095,7,1
50,41063,98358,5,0.441,0.173,4,1
50,194913,289726,0,0.706,0.155,7,0
51,35475,283864,6,0.579,0.087,1,1
44,65802,117173,1,0.519,0.077,20,1
53,106950,193951,1,0.361,0.077,11,1
45,178200,35577,4,0.334,0.0,11,1
18,25702,240939,1,0.541,0.177,39,1
19,75478,341785,7,0.605,0.052,36,1
67,93404,161355,1,0.531,0.16,0,1
65,186789,273506,1,0.756,0.103,36,0
48,240960,477198,6,0.398,0.197,2,1
27,159329,124961,2,0.527,0.137,23,1
58,134263,152421,5,0.246,0.164,23,1
25,94025,68796,5,0.532,0.059,24,1
37,208321,275603,1,0.72,0.01,19,0
35,40202,109882,4,0.344,0.11,26,1
18,45377,428634,4,0.626,0.0,4,1
59,62277,152562,0,0.716,0.067,17,0
44,77998,335448,6,0.397,0.017,35,1
34,123475,102716,6,0.57,0.041,22,1
44,237438,168160,7,0.737,0.142,26,1
18,167842,93886,0,0.535,0.137,2,0
40,105134,280693,1,0.618,0.089,19,0
45,64707,23608,6,0.234,0.122,3,1
35,167375,50665,2,0.59,0.062,21,0
61,74486,255697,5,0.578,0.27,13,1
30,244389,277386,2,0.301,0.121,31,1
25,127265,171561,1,0.355,0.059,31,1
45,144435,221380,4,0.591,0.161,3,1
64,227321,214078,1,0.455,0.187,14,0
37,86756,381387,1,0.667,0.046,37,0
20,125874,228761,4,0.547,0.001,0,1
68,140007,425472,1,0.508,0.015,4,0
41,78702,116343,1,0.474,0.053,37,1
26,27839,107812,6,0.544,0.096,18,1
50,81680,207825,4,0.62,0.0,24,1
34,41406,49952,4,0.58,0.071,9,1
66,173784,338816,1,0.437,0.085,16,0
33,16685,201372,1,0.686,0.123,26,1
46,89376,189535,3,0.599,0.143,12,1
46,222789,271733,3,0.558,0.128,33,1
30,148624,50231,3,0.514,0.225,37,1
43,172750,194632,1,0.575,0.177,24,0
23,172100,486386,7,0.225,0.116,10,1
51,85107,317994,2,0.536,0.032,8,1
57,163595,291248,6,0.746,0.053,0,1
67,66972,257769,3,0.533,0.0,31,1
34,164342,239674,3,0.513,0.111,35,1
32,175523,468946,0,0.411,0.123,37,0
46,220893,465874,5,0.574,0.163,39,1
54,231090,210601,0,0.471,0.119,6,0
69,20635,463117,5,0.696,0.174,27,1
19,85297,50422,7,0.37,0.175,10,1
30,143571,166659,2,0.432,0.028,6,1
31,90566,157948,7,0.41,0.064,21,1
31,160365,351657,5,0.775,0.099,27,1
42,215746,306887,0,0.472,0.051,29,0
63,75637,241578,1,0.418,0.083,19,1
19,224943,135452,5,0.186,0.121,5,1
60,222274,258366,5,0.363,0.091,2,1
50,229798,141804,0,0.579,0.1,2,0
49,32280,253765,5,0.579,0.034,30,1
53,83891,176390,6,0.402,0.135,22,1
24,44165,445424,0,0.411,0.13,13,1
56,43273,375609,7,0.779,0.047,31,1
30,27488,95882,4,0.904,0.009,14,1
44,118399,470665,4,0.672,0.186,11,1
53,35497,332803,0,0.734,0.222,32,0
49,84504,181684,4,0.766,0.116,23,1
34,245620,269925,3,0.832,0.075,27,0
38,222708,105789,2,0.455,0.173,32,1
42,235215,32943,6,0.368,0.133,12,1
20,23609,216112,1,0.775,0.085,1,0
55,170313,393265,0,0.355,0.168,26,0
23,163961,182401,3,0.346,0.043,13,1
41,46199,198282,5,0.349,0.052,38,1
52,227952,495112,1,0.48,0.125,12,0
22,110028,493753,7,0.202,0.108,31,1
69,244517,237295,5,0.285,0.145,28,1
37,41784,31651,7,0.407,0.184,28,1
18,167780,342848,3,0.321,0.0,26,1
52,45722,360209,0,0.659,0.103,2,0
46,238231,457756,1,0.501,0.233,33,0
51,157785,474546,4,0.587,0.058,10,1
57,32779,318240,4,0.57,0.05,21,1
42,65483,62493,5,0.469,0.0,10,1
60,99430,132195,6,0.648,0.107,9,1
37,18022,361173,6,0.568,0.141,15,1
46,17047,307630,4,0.452,0.14,17,1
26,232487,223629,0,0.247,0.027,36,0
50,245578,206919,4,0.578,0.099,15,1
31,141009,357677,6,0.311,0.116,37,1
54,227140,216951,6,0.557,0.104,26,1
59,168977,85842,6,0.512,0.023,25,1
62,21592,489869,0,0.296,0.105,38,1
66,182906,181197,3,0.539,0.043,39,1
24,19261,146509,4,0.529,0.0,18,1
25,206879,43964,1,0.529,0.148,15,0
66,101237,239778,3,0.522,0.11,25,1
37,48195,493239,0,0.402,0.141,8,1
19,75756,88334,1,0.589,0.063,7,0
32,175587,129903,0,0.397,0.144,12,0
61,214029,97486,7,0.339,0.172,22,1
36,149120,56085,6,0.601,0.223,39,1
21,52713,305707,3,0.64,0.157,29,1
55,226536,156113,0,0.591,0.127,12,0
28,200802,377997,2,0.469,0.003,30,0
36,111319,206315,3,0.209,0.093,20,1
18,145298,321865,1,0.722,0.0,38,0
49,241523,53802,5,0.207,0.043,24,1
41,103687,171349,7,0.588,0.237,39,1
63,21056,212881,6,0.817,0.028,31,1
35,49244,39212,6,0.522,0.0,20,1
28,156074,215449,6,0.544,0.157,31,1
26,249457,240429,0,0.557,0.053,34,0
28,188876,207881,4,0.53,0.154,8,1
41,160226,257092,4,0.853,0.018,29,1
22,90905,400644,0,0.374,0.07,39,0
38,118254,387619,1,0.355,0.184,20,1
62,24017,16909,4,0.451,0.007,18,1
57,102214,323741,5,0.761,0.088,1,1
51,161515,452999,1,0.413,0.12,29,0
64,227846,436916,3,0.565,0.05,39,1
58,231769,168443,0,0.661,0.117,24,0
51,207980,393661,0,0.617,0.101,38,0
62,20052,402477,4,0.653,0.137,5,1
24,205628,189280,4,0.713,0.229,20,1
60,66375,435880,6,0.546,0.287,31,1
33,159806,319788,7,0.431,0.132,13,1
56,237401,378043,1,0.522,0.092,33,0
65,223669,376170,2,0.449,0.131,4,0
43,171136,392859,6,0.878,0.084,34,1
22,85330,478871,0,0.42,0.0,2,0
37,137407,430135,6,0.572,0.097,3,1
39,180370,216952,7,0.275,0.176,32,1
66,135839,285405,0,0.52,0.0,38,0
67,110045,327658,1,0.457,0.031,16,0
47,109668,429709,5,0.601,0.059,8,1
67,155999,202405,3,0.605,0.126,22,1
40,23409,163357,7,0.713,0.266,11,1
39,249565,371535,4,0.701,0.043,12,1
61,38985,477542,5,0.49,0.106,0,1
52,246363,456876,1,0.358,0.1,24,0
45,23313,82499,2,0.376,0.079,6,1
41,135465,460420,1,0.545,0.097,30,0
54,113131,396701,1,0.524,0.067,8,0
57,149857,86972,0,0.539,0.292,35,0
43,116888,13207,7,0.42,0.152,27,1
19,225870,110007,0,0.716,0.068,19,0
23,18916,465419,4,0.279,0.183,16,1
25,246624,379915,4,0.411,0.118,12,1
42,177017,291900,0,0.338,0.104,2,0
49,197972,319194,6,0.469,0.087,3,1
59,47854,212527,4,0.687,0.082,22,1
30,30318,453502,1,0.457,0.015,34,1
58,108300,86552,1,0.515,0.0,27,0
52,90820,163762,5,0.6,0.126,34,1
20,198995,108290,4,0.45,0.087,29,1
36,225692,425530,3,0.557,0.161,14,1
33,115453,274625,3,0.538,0.038,37,1
64,195562,345050,0,0.33,0.023,8,0
65,28996,460519,0,0.43,0.154,10,1
60,189424,105773,4,0.553,0.079,26,1
45,38344,482569,2,0.692,0.16,1,1
43,171961,71982,2,0.692,0.102,30,0
34,104804,379601,3,0.814,0.231,12,1
58,112587,354334,4,0.573,0.153,28,1
22,79943,414455,2,0.438,0.129,29,1
32,109761,87646,2,0.49,0.156,2,1
25,220487,480353,2,0.483,0.081,13,0
43,205099,399221,5,0.439,0.0,39,1
33,94974,64211,0,0.557,0.125,37,0
28,84038,282976,7,0.564,0.236,21,1
37,134642,410463,4,0.324,0.0,17,1
62,175935,243664,1,0.663,0.133,24,0
47,57850,196644,6,0.224,0.0,29,1
60,185659,145009,7,0.467,0.098,1,1
65,237942,262808,0,0.672,0.106,12,0
64,213470,492084,1,0.591,0.152,0,0
36,143844,307682,1,0.446,0.115,20,0
63,90173,363861,0,0.795,0.196,5,0
65,91021,392018,5,0.434,0.182,35,1
67,189343,391251,1,0.2,0.086,15,1
36,121889,206220,3,0.568,0.177,35,1
29,40025,386668,6,0.233,0.078,37,1
48,174247,170742,4,0.375,0.066,10,1
66,47444,296167,5,0.593,0.016,29,1
64,246921,158202,0,0.431,0.192,1,0
47,113073,470452,7,0.587,0.079,39,1
25,95369,367773,0,0.326,0.0,30,0
39,27978,296072,5,0.629,0.138,27,1
55,54414,231238,5,0.246,0.07,23,1
47,237709,264822,3,0.698,0.079,3,0
35,141222,392153,6,0.429,0.084,10,1
35,226945,144118,7,0.73,0.076,27,1
21,239640,415947,0,0.374,0.291,8,0
33,26499,148050,7,0.789,0.216,25,1
52,104484,79391,1,0.356,0.149,33,1
30,212003,371073,6,0.231,0.117,35,1
69,131482,357090,6,0.506,0.179,2,1
22,134585,174036,4,0.685,0.117,21,1
48,148972,327898,6,0.619,0.157,5,1
43,179961,367068,6,0.674,0.139,9,1
61,235607,396038,4,0.622,0.109,35,1
64,223428,476826,1,0.377,0.166,29,0
46,161896,428635,3,0.615,0.071,27,1
50,150589,225260,7,0.514,0.104,30,1
54,99834,122816,1,0.394,0.031,4,1
45,42336,57689,7,0.527,0.04,20,1
27,181617,291163,1,0.492,0.0,9,0
40,15605,336607,5,0.712,0.132,3,1
30,179070,348532,5,0.423,0.151,36,1
42,131776,14666,1,0.416,0.176,16,1
49,199822,353664,3,0.395,0.023,8,1
28,238069,395631,1,0.785,0.131,33,0
30,144952,363660,2,0.404,0.1,28,1
60,149566,267570,7,0.695,0.152,12,1
37,129532,17434,0,0.345,0.054,32,0
28,102640,249968,6,0.576,0.076,29,1
55,35885,325926,5,0.539,0.0,10,1
55,22266,289026,5,0.685,0.05,10,1
60,184906,291546,2,0.663,0.1,6,0
57,230020,263040,7,0.512,0.112,13,1
69,27655,280490,2,0.419,0.0,11,1
47,91881,168650,4,0.744,0.064,13,1
32,157928,306431,0,0.404,0.111,8,0
62,180622,147939,7,0.16,0.199,5,1
31,187791,250824,5,0.221,0.041,28,1
33,178145,213495,1,0.258,0.134,14,1
61,34707,359959,5,0.589,0.061,4,1
63,74662,448505,1,0.832,0.069,28,0
35,125272,320301,3,0.194,0.039,9,1
55,29987,76331,4,0.383,0.027,16,1
65,95648,337077,7,0.513,0.067,33,1
59,105475,169134,2,0.732,0.173,11,1
18,244852,34253,0,0.382,0.047,7,0
52,89525,104227,3,0.589,0.036,28,1
26,243272,499690,7,0.462,0.115,3,1
62,179560,219297,6,0.891,0.1,20,1
21,177683,108843,0,0.522,0.095,32,0
69,207648,75414,0,0.553,0.118,17,0
27,212943,328661,6,0.513,0.029,6,1
39,67274,382789,5,0.438,0.037,31,1
30,113914,183039,4,0.642,0.169,29,1
60,139134,60699,0,0.326,0.09,15,0
38,244538,183787,2,0.2,0.142,6,1
56,24542,335978,6,0.477,0.186,21,1
21,127044,65855,1,0.622,0.159,31,0
41,65350,141178,1,0.413,0.004,1,1
65,63599,10982,3,0.528,0.092,19,1
66,194013,241373,5,0.317,0.173,13,1
28,62444,93564,6,0.659,0.137,14,1
38,201448,107994,4,0.598,0.113,9,1
39,248571,65370,3,0.503,0.0,26,1
47,197455,367809,3,0.525,0.057,35,1
45,54931,249855,0,0.291,0.105,3,1
23,48461,474655,2,0.298,0.0,0,1
57,117724,203568,1,0.482,0.156,15,1
29,144493,118655,0,0.577,0.092,28,0
34,197910,110005,5,0.585,0.0,3,1
61,114336,477045,2,0.446,0.06,30,1
53,54259,298963,4,0.612,0.08,28,1
38,247999,169384,1,0.713,0.091,13,0
65,227570,330541,4,0.487,0.199,13,1
38,168706,283345,1,0.546,0.14,10,0
47,178433,66246,5,0.469,0.004,28,1
30,234772,353779,5,0.481,0.0,6,1
27,126593,68401,2,0.525,0.081,13,1
43,49157,107641,1,0.755,0.109,11,0
47,157400,359529,6,0.637,0.169,14,1
59,120955,227934,1,0.624,0.221,36,0
38,202941,118862,1,0.432,0.225,0,0
64,196327,43235,2,0.365,0.069,1,1
49,125788,300890,7,0.558,0.165,16,1
21,101446,351556,3,0.687,0.13,18,1
56,114182,109497,2,0.759,0.024,39,0
47,163639,214141,4,0.132,0.0,10,1
38,164701,178681,2,0.867,0.11,22,0
42,135250,446905,5,0.563,0.0,27,1
33,139991,397542,3,0.636,0.04,27,1
49,248103,144256,4,0.239,0.052,13,1
47,74627,261642,3,0.464,0.115,34,1
41,55860,462564,3,0.623,0.19,13,1
32,202804,179412,3,0.324,0.101,17,1
38,234806,79109,3,0.067,0.062,2,1
43,158041,156178,7,0.55,0.0,39,1
42,109369,307413,2,0.493,0.132,36,1
34,96899,496224,6,0.716,0.102,9,1
48,124978,160826,5,0.476,0.062,20,1
29,27327,38696,4,0.487,0.182,33,1
44,139221,99072,2,0.605,0.017,2,0
24,78354,212150,3,0.655,0.052,26,1
42,77361,56029,6,0.394,0.083,30,1
58,146683,27140,1,0.642,0.061,25,0
60,241459,331264,4,0.422,0.139,31,1
54,63377,413941,6,0.502,0.132,8,1
56,229199,124252,5,0.601,0.174,18,1
21,137060,266082,1,0.627,0.135,25,0
35,243632,290679,4,0.548,0.092,39,1
52,104819,337127,1,0.338,0.076,2,1
59,249276,489915,7,0.219,0.132,9,1
48,170091,443756,2,0.472,0.087,13,1
62,172403,164821,3,0.646,0.103,33,1
32,147356,488089,6,0.567,0.136,30,1
25,121146,27122,3,0.536,0.11,33,1
22,138401,481304,1,0.499,0.122,25,0
48,214922,79983,7,0.546,0.045,20,1
52,201202,65851,5,0.351,0.194,16,1
32,20594,68467,4,0.617,0.023,21,1
58,178235,69786,0,0.627,0.131,4,0
56,211084,237008,3,0.447,0.066,4,1
36,189872,323680,3,0.566,0.176,2,1
30,131862,374878,2,0.243,0.162,5,1
56,93845,17785,4,0.527,0.1,13,1
52,173206,155257,1,0.48,0.209,16,0
26,170964,74841,3,0.689,0.087,39,1
31,102900,81462,6,0.47,0.162,36,1
43,110492,375743,5,0.63,0.049,30,1
44,101626,323975,2,0.441,0.128,8,1
26,25574,112873,1,0.157,0.035,21,1
67,22453,157578,0,0.466,0.101,19,1
38,34523,463218,2,0.53,0.096,25,1
37,114590,291833,0,0.523,0.161,2,0
21,134947,127023,1,0.525,0.053,2,0
63,110963,467555,7,0.424,0.315,11,1
30,239465,107321,6,0.451,0.003,3,1
69,67825,152760,4,0.331,0.116,14,1
43,107346,349454,6,0.201,0.12,15,1
63,73120,261120,3,0.484,0.138,38,1
27,85441,43932,4,0.388,0.064,27,1
26,152272,405337,7,0.662,0.117,7,1
59,87828,121799,0,0.173,0.06,23,1
60,89676,348941,2,0.544,0.231,4,1
46,172644,173843,0,0.818,0.056,38,0
19,210109,378224,6,0.473,0.09,2,1
67,64953,450076,6,0.5,0.054,9,1
38,41175,388558,5,0.564,0.044,20,1
66,71277,461381,4,0.576,0.002,27,1
63,150746,274558,3,0.439,0.147,20,1
62,240526,41875,0,0.349,0.053,37,0
53,52610,272670,6,0.598,0.044,7,1
53,25050,236008,7,0.214,0.033,39,1
45,139136,362255,7,0.625,0.121,9,1
19,247869,131861,2,0.441,0.102,29,0
38,144848,351847,1,0.5,0.102,12,0
55,232249,226410,5,0.421,0.047,27,1
60,165939,338328,0,0.715,0.13,0,0
47,22426,215686,0,0.537,0.054,28,0
54,115444,197245,6,0.452,0.105,32,1
19,195960,114989,7,0.448,0.09,13,1
42,134726,415985,3,0.478,0.0,30,1
44,60777,43651,4,0.86,0.242,21,1
64,57523,125739,4,0.302,0.14,12,1
34,170931,219069,1,0.662,0.113,23,0
29,123808,86308,1,0.585,0.124,22,0
36,149921,459195,2,0.731,0.244,13,1
26,102662,179129,6,0.594,0.18,13,1
47,94675,128775,3,0.501,0.124,17,1
51,171540,134377,5,0.653,0.05,1,1
59,16824,103922,1,0.534,0.061,23,1
68,117183,334959,7,0.613,0.0,23,1
21,102112,245826,7,0.714,0.074,21,1
30,198145,123198,3,0.514,0.146,28,1
33,186177,437921,1,0.436,0.144,19,0
30,115108,331680,7,0.403,0.143,13,1
61,76737,207423,6,0.568,0.064,32,1
25,70406,261479,4,0.368,0.139,9,1
19,64645,331544,2,0.448,0.158,0,1
62,79316,84700,4,0.355,0.0,10,1
67,193735,406102,2,0.576,0.121,28,0
29,25642,136614,5,0.387,0.246,13,1
35,21139,24498,6,0.307,0.08,6,1
44,141880,265646,3,0.333,0.0,18,1
45,67512,439447,0,0.414,0.043,7,0
69,210257,369221,4,0.428,0.0,30,1
39,191767,161146,6,0.538,0.056,4,1
18,195741,205143,1,0.476,0.014,7,0
39,122401,302016,7,0.556,0.165,31,1
46,117880,124087,2,0.568,0.154,28,1
44,115012,411835,5,0.611,0.124,9,1
44,61088,154588,5,0.214,0.186,38,1
65,148321,116174,1,0.331,0.06,2,1
59,217918,56607,0,0.583,0.105,7,0
31,75308,349701,7,0.532,0.254,9,1
36,28343,22323,5,0.647,0.141,20,1
52,147706,404679,5,0.268,0.141,20,1
39,108817,486833,2,0.429,0.046,14,1
40,202401,64445,0,0.456,0.071,9,0
26,216304,57240,2,0.525,0.03,24,0
31,238400,467908,4,0.505,0.218,16,1
56,107396,71194,5,0.57,0.0,35,1
61,226910,209737,2,0.483,0.164,3,0
58,42700,436772,1,0.706,0.141,35,1
34,102592,78102,1,0.754,0.0,32,0
25,77498,335117,7,0.332,0.18,17,1
26,231928,197481,5,0.507,0.082,27,1
38,156006,223675,7,0.62,0.008,30,1
44,100976,466220,0,0.588,0.126,35,0
64,50728,328021,3,0.439,0.042,20,1
64,199002,166527,3,0.538,0.086,3,1
18,168909,468142,3,0.262,0.065,30,1
54,215446,294574,3,0.497,0.038,6,1
33,117968,58694,0,0.281,0.017,35,0
28,50228,202383,0,0.576,0.156,32,0
46,93581,129418,6,0.333,0.123,28,1
19,160717,324794,3,0.524,0.118,13,1
35,71617,431547,1,0.548,0.075,2,1
46,31616,29162,2,0.511,0.104,17,1
32,208482,392513,7,0.405,0.048,9,1
48,139675,458993,3,0.468,0.047,38,1
41,108218,497185,7,0.677,0.22,31,1
59,144918,333977,1,0.436,0.162,7,1
27,188542,163815,0,0.503,0.061,0,0
20,15316,81206,4,0.416,0.0,36,1
45,118483,472994,5,0.653,0.0,20,1
31,74745,212127,7,0.512,0.056,29,1
54,36588,178407,3,0.385,0.108,24,1
22,23453,369644,1,0.501,0.108,12,1
47,118518,360395,4,0.464,0.11,32,1
69,142830,406583,2,0.709,0.123,8,0
22,134306,442544,1,0.493,0.027,32,0
33,198995,439740,0,0.293,0.206,38,0
61,122592,93683,5,0.575,0.086,2,1
45,153624,93109,5,0.768,0.121,31,1
27,206816,110762,1,0.68,0.054,27,0
29,169463,317378,4,0.335,0.122,30,1
57,229050,294669,7,0.46,0.245,31,1
62,67075,430054,6,0.495,0.031,37,1
36,199892,423474,3,0.497,0.022,4,1
42,178734,408551,0,0.557,0.039,12,0
58,151953,48685,5,0.448,0.077,19,1
27,15880,350845,4,0.363,0.064,35,1
28,142240,426931,7,0.643,0.027,25,1
58,216739,491371,4,0.331,0.097,24,1
27,166484,178129,5,0.38,0.209,13,1
58,16198,390588,4,0.331,0.09,4,1
43,82640,209051,4,0.592,0.093,14,1
69,148796,88782,2,0.516,0.124,19,1
19,205784,176531,3,0.633,0.145,4,1
67,119557,133096,2,0.382,0.196,6,1
29,216359,456625,3,0.312,0.117,30,1
19,202026,96062,7,0.433,0.1,9,1
55,77796,74089,2,0.473,0.031,9,1
45,60814,294083,3,0.531,0.152,4,1
61,227162,291394,7,0.248,0.041,17,1
23,153463,284942,1,0.572,0.039,1,0
22,214452,82572,2,0.366,0.114,20,1
47,231702,254295,3,0.403,0.208,2,1
63,114754,465011,3,0.676,0.151,3,1
39,25747,54005,2,0.173,0.097,39,1
59,228615,400986,6,0.548,0.031,17,1
65,152139,71634,3,0.548,0.207,11,1
63,43303,124571,2,0.377,0.096,6,1
44,139501,450088,3,0.433,0.08,17,1
54,21576,155911,7,0.683,0.139,9,1
45,83102,265983,7,0.794,0.069,8,1
53,96748,196942,1,0.66,0.047,14,0
47,121772,310981,0,0.783,0.054,5,0
45,147877,208654,0,0.396,0.054,19,0
40,212257,227475,3,0.263,0.021,16,1
51,97589,410498,5,0.492,0.013,17,1
57,187801,281519,0,0.621,0.168,31,0
65,236385,286621,4,0.222,0.147,2,1
49,190901,404733,3,0.361,0.042,10,1
23,74856,219695,7,0.378,0.162,14,1
48,174267,413551,4,0.553,0.122,15,1
34,81085,362527,3,0.534,0.077,1,1
19,127309,443029,4,0.384,0.014,10,1
21,164184,234353,1,0.527,0.124,10,0
48,83908,283744,3,0.328,0.231,36,1
67,15908,72837,2,0.436,0.101,3,1
44,211733,64557,1,0.31,0.17,19,0
41,185975,62669,3,0.477,0.085,6,1
22,43936,320173,5,0.38,0.165,39,1
53,103705,169718,4,0.604,0.089,20,1
20,76497,151567,7,0.496,0.0,13,1
61,244770,305406,2,0.466,0.049,37,0
60,236324,205209,5,0.765,0.109,25,1
69,177483,76072,4,0.557,0.176,7,1
32,118581,283148,6,0.445,0.089,28,1
26,27270,279565,7,0.412,0.102,29,1
33,73026,78446,5,0.323,0.059,20,1
59,36767,142108,3,0.49,0.209,1,1
29,200530,126261,4,0.546,0.205,29,1
64,35719,350752,5,0.213,0.053,13,1
26,174215,132075,6,0.295,0.0,4,1
20,238866,23848,1,0.423,0.0,16,0
29,87364,140711,6,0.335,0.142,19,1
57,175752,239821,6,0.506,0.109,4,1
49,221592,387005,0,0.527,0.045,8,0
36,115487,35609,2,0.482,0.119,25,1
52,120478,441797,1,0.583,0.014,26,0
51,62113,171948,4,0.412,0.156,5,1
46,115464,177887,1,0.493,0.073,9,0
44,220305,17631,2,0.35,0.024,32,1
23,170887,145411,1,0.543,0.074,3,0
31,62365,239858,0,0.511,0.072,23,0
45,138737,316787,3,0.32,0.126,16,1
25,181069,385837,2,0.477,0.182,29,1
42,33175,266131,4,0.494,0.178,1,1
24,194381,59107,1,0.542,0.111,6,0
58,62293,201799,2,0.548,0.087,32,1
23,84244,370259,7,0.392,0.06,12,1
22,112840,323378,6,0.615,0.0,15,1
51,133654,296255,2,0.578,0.099,28,1
29,230263,259093,1,0.391,0.04,18,0
36,67402,257256,7,0.329,0.185,18,1
34,75124,496584,5,0.403,0.086,2,1
29,104048,303746,3,0.279,0.152,25,1
57,216459,302578,5,0.531,0.066,5,1
53,241806,174589,1,0.678,0.053,16,0
30,121805,250118,3,0.713,0.142,14,1
53,177887,358066,3,0.337,0.119,26,1
55,230556,430431,5,0.618,0.123,27,1
46,213954,392036,1,0.513,0.093,25,0
48,175097,334545,3,0.141,0.155,24,1
66,142040,391329,6,0.45,0.145,11,1
41,246321,26140,1,0.433,0.0,13,0
38,71174,142035,0,0.682,0.082,35,0
46,100249,129105,6,0.369,0.171,28,1
61,182526,330414,6,0.584,0.029,29,1
54,19909,379140,3,0.484,0.0,34,1
21,132633,82566,0,0.283,0.09,2,0
41,215792,104532,4,0.417,0.136,0,1
56,56559,252755,2,0.73,0.068,1,1
29,203729,484470,4,0.474,0.191,19,1
69,111921,11288,1,0.636,0.229,28,0
60,217220,440934,6,0.628,0.0,38,1
62,164187,104857,5,0.433,0.073,25,1
22,51935,141573,5,0.307,0.0,29,1
48,187802,319549,4,0.327,0.146,36,1
45,28195,367099,1,0.718,0.052,6,0
50,72156,438437,7,0.523,0.067,27,1
62,223771,12693,2,0.24,0.18,26,1
36,220859,34023,2,0.625,0.007,8,0
45,25889,244333,7,0.232,0.0,18,1
53,104194,283690,0,0.376,0.0,1,0
57,37121,137815,1,0.512,0.189,19,1
58,78717,322019,6,0.878,0.173,21,1
35,242351,139970,2,0.622,0.079,15,0
69,60853,466871,4,0.428,0.011,19,1
18,165741,96940,4,0.504,0.158,25,1
43,203980,331020,6,0.638,0.293,37,1
49,222030,269856,4,0.713,0.084,15,1
21,98228,60486,3,0.463,0.016,28,1
41,178764,306369,4,0.467,0.187,17,1
48,128598,81904,5,0.375,0.021,36,1
49,40224,274396,3,0.6,0.074,22,1
24,67362,321524,1,0.654,0.0,30,0
32,190819,45366,3,0.209,0.079,11,1
30,176231,115653,7,0.44,0.011,26,1
51,137456,154894,0,0.318,0.188,10,0
35,198542,464869,1,0.523,0.032,22,0
47,177446,118371,7,0.314,0.155,7,1
56,94764,461136,6,0.302,0.093,23,1
59,84078,271650,0,0.669,0.109,7,0
27,237093,474841,1,0.475,0.137,20,0
64,243382,417329,5,0.491,0.096,19,1
26,22193,153546,6,0.565,0.055,33,1
19,200827,284287,5,0.646,0.043,4,1
20,46241,361305,6,0.437,0.136,9,1
28,217388,48399,4,0.441,0.0,28,1
63,153364,334876,7,0.441,0.217,36,1
28,176626,235236,4,0.662,0.109,32,1
